semilla,version,contagio,hospital,coste,pct_bajo,retorno
3017,V1,0.3413,0.5110,5.0702,55.2420,294.9492
3017,V2,0.2110,0.3244,7.0308,98.6575,-35.1011
3017,V3,0.3291,0.4936,5.1321,63.1689,279.5964
3017,V4,0.1753,0.2733,7.6496,98.9772,-91.7886
3018,V1,0.3396,0.5100,5.1017,55.8082,282.3289
3018,V2,0.2134,0.3302,6.9653,98.8402,-67.8808
3018,V3,0.3371,0.5065,5.1131,56.8037,286.5244
3018,V4,0.1680,0.2655,7.6929,98.8493,-101.3312
3019,V1,0.3432,0.5119,5.0307,57.6530,286.6840
3019,V2,0.1955,0.3013,7.3322,98.9954,-73.0414
3019,V3,0.3354,0.5012,5.0354,64.0913,287.4780
3019,V4,0.1871,0.2894,7.5023,99.0959,-54.9647
3020,V1,0.3460,0.5187,4.9609,61.3059,292.1172
3020,V2,0.2014,0.3120,7.0891,98.8402,-45.4268
3020,V3,0.3343,0.5017,4.9492,70.1644,275.0966
3020,V4,0.1808,0.2828,7.4833,98.9589,-86.7223
3021,V1,0.3429,0.5153,5.0443,56.7123,291.3780
3021,V2,0.1856,0.2906,7.3937,98.6849,-94.5660
3021,V3,0.3404,0.5116,5.0786,58.5114,289.7302
3021,V4,0.1878,0.2938,7.5535,98.5753,-97.3015
3022,V1,0.3477,0.5232,4.9601,57.0594,303.2441
3022,V2,0.2222,0.3440,6.9010,98.7123,-38.5357
3022,V3,0.3413,0.5139,5.0124,61.6347,288.7991
3022,V4,0.3268,0.4931,5.2368,70.8493,235.1031
3023,V1,0.3438,0.5153,4.9829,62.1187,288.1291
3023,V2,0.2010,0.3113,7.2176,99.0046,-29.5729
3023,V3,0.3461,0.5186,5.0515,58.5936,292.4724
3023,V4,0.1757,0.2751,7.6563,99.0868,-82.5997
3024,V1,0.3402,0.5104,5.0673,55.6804,289.6789
3024,V2,0.2101,0.3241,6.8411,98.9224,-42.1148
3024,V3,0.3246,0.4882,5.0181,70.1096,274.1656
3024,V4,0.1855,0.2893,7.5347,99.0411,-92.5632
3025,V1,0.3418,0.5121,5.0819,55.8813,289.9484
3025,V2,0.2050,0.3165,7.0777,98.7671,-42.3907
3025,V3,0.3410,0.5109,5.0971,56.0913,294.6363
3025,V4,0.1871,0.2910,7.5455,99.0411,-107.4732
3026,V1,0.3460,0.5189,5.0408,57.4703,294.0044
3026,V2,0.2068,0.3205,7.1121,98.6941,-45.2609
3026,V3,0.2889,0.4373,5.0419,93.3973,217.1064
3026,V4,0.1719,0.2708,7.7876,99.0137,-85.9080
3027,V1,0.3420,0.5154,5.0598,57.0594,286.3997
3027,V2,0.2183,0.3386,6.8754,98.5571,-46.5482
3027,V3,0.3388,0.5106,5.0891,58.7032,289.5249
3027,V4,0.1667,0.2652,7.7622,98.7215,-104.0222
3028,V1,0.3478,0.5222,4.9838,57.3151,302.5387
3028,V2,0.2315,0.3562,6.5725,98.7215,-28.0390
3028,V3,0.3344,0.5030,5.0332,66.2283,285.1537
3028,V4,0.1928,0.3006,7.2758,99.0685,-71.5544
3029,V1,0.3448,0.5174,5.0531,57.3333,290.9017
3029,V2,0.2060,0.3194,7.0453,98.8037,-36.1171
3029,V3,0.3312,0.4979,5.0909,66.2740,278.6672
3029,V4,0.2031,0.3149,7.2657,99.0228,-69.2225
