semilla,version,contagio,hospital,coste,pct_bajo,retorno
3014,V3,0.3429,0.5138,5.0151,56.4292,295.7619
3014,V4,0.3405,0.5117,4.9615,63.9726,43.6947
3015,V1,0.3392,0.5083,5.0311,58.3562,294.7832
3015,V2,0.3132,0.4693,5.2504,89.1050,102.0099
3015,V3,0.3422,0.5149,5.0822,53.0046,288.0030
3015,V4,0.3432,0.5164,5.0047,64.1918,62.2029
3016,V1,0.3450,0.5171,5.0009,56.6393,300.2080
3016,V2,0.3231,0.4886,5.2787,78.8493,93.6340
3016,V3,0.3462,0.5192,5.0043,55.7352,299.4212
3016,V4,0.3295,0.4966,5.1494,79.9726,83.7649
3017,V1,0.3411,0.5135,5.0630,55.7626,288.5445
3017,V2,0.3106,0.4677,5.4266,86.0639,74.8816
3017,V3,0.3417,0.5152,5.0979,54.6575,282.2149
3017,V4,0.3503,0.5274,4.8868,55.3242,22.7563
3018,V1,0.3401,0.5099,5.1094,55.5616,279.8732
3018,V2,0.2980,0.4507,5.6702,87.5434,61.0468
3018,V3,0.3398,0.5094,5.0736,54.8950,287.1997
3018,V4,0.3420,0.5127,4.9333,62.0731,46.5073
3019,V1,0.3428,0.5152,5.0533,57.6530,286.0690
3019,V2,0.3289,0.4934,5.3500,77.1050,80.1785
3019,V3,0.3445,0.5155,5.0347,55.5799,292.0225
3019,V4,0.3330,0.4990,5.0815,72.6484,50.5053
3020,V1,0.3458,0.5207,4.9646,61.5799,289.0789
3020,V2,0.3297,0.4967,5.2409,81.4703,99.7471
3020,V3,0.3479,0.5222,5.0458,57.7078,295.0088
3020,V4,0.3414,0.5154,4.9821,67.3242,59.6155
3021,V1,0.3420,0.5127,5.0288,57.1233,294.6007
3021,V2,0.3275,0.4893,5.2822,76.6484,100.8545
3021,V3,0.3430,0.5149,5.0317,56.2648,296.7186
3021,V4,0.3379,0.5076,5.2501,70.2466,54.4114
3022,V1,0.3474,0.5225,4.9621,57.4886,297.3418
3022,V2,0.3250,0.4849,5.2687,84.3288,94.1678
3022,V3,0.3501,0.5226,5.0155,53.9269,304.3175
3022,V4,0.3317,0.4962,5.0164,78.7671,92.0751
3023,V1,0.3434,0.5150,4.9553,62.6119,290.4386
3023,V2,0.3097,0.4675,5.3662,89.5160,80.9073
3023,V3,0.3458,0.5181,5.0241,58.5936,292.9840
3023,V4,0.3261,0.4919,5.0911,81.1233,75.7938
3024,V1,0.3408,0.5108,5.0791,55.5160,285.5181
3024,V2,0.3254,0.4913,5.3044,74.8402,73.5537
3024,V3,0.3388,0.5078,5.1121,56.8767,291.6505
3024,V4,0.3316,0.5006,5.2181,70.8311,52.6222
3025,V1,0.3412,0.5133,5.0786,56.1005,289.8809
3025,V2,0.3140,0.4738,5.2774,84.2192,106.1606
3025,V3,0.3426,0.5122,5.0681,54.5845,295.6217
3025,V4,0.3297,0.4974,5.1985,74.7671,106.2199
3026,V1,0.3459,0.5190,5.0327,57.1872,296.1952
3026,V2,0.3145,0.4728,5.3350,87.6804,97.1471
3026,V3,0.3483,0.5200,5.0313,56.0731,295.5725
3026,V4,0.3545,0.5338,4.9940,56.5297,34.4690
3027,V1,0.3423,0.5135,5.0632,56.9041,289.1383
3027,V2,0.3155,0.4744,5.4810,84.3744,76.0655
3027,V3,0.3425,0.5162,5.0760,55.6256,290.5696
3027,V4,0.3260,0.4932,5.2686,78.8767,43.2005
3028,V1,0.3476,0.5202,4.9785,57.7808,299.5390
3028,V2,0.3064,0.4627,5.5671,91.1689,82.0109
3028,V3,0.3471,0.5227,5.0437,57.8174,297.0989
3028,V4,0.3234,0.4891,5.2944,81.4247,64.1267
3029,V1,0.3453,0.5163,5.0323,57.3059,295.0358
3029,V2,0.3340,0.5014,5.2310,70.1644,77.2282
3029,V3,0.3442,0.5135,5.0089,58.0365,293.7728
3029,V4,0.3306,0.4964,5.1236,77.7717,85.6152
